EVI.1,EVI.2,EVI.3,EVI.4,EVI.5,EVI.6,EVI.7,EVI.8,EVI.9,EVI.10,EVI.11,EVI.12,EVI.13,EVI.14,EVI.15,EVI.16,EVI.17,EVI.18,EVI.19,EVI.20,EVI.21,EVI.22,EVI.23,mean,max,min,staD,median,sum,longitude,latitude,ano_safra
0.499425,0.5142875,0.5324125,0.545475,0.55595,0.5780625,0.596125,0.60925,0.606175,0.5769375,0.5697375,0.55795,0.5394375,0.5307,0.507525,0.507225,0.524725,0.537825,0.5421,0.5294125,0.5248625,0.5350125,0.5498375,0.5465413043,0.60925,0.499425,0.0308446436,0.5394375,12.57045,-52.432662,-12.353272,2009_2010
0.5018375,0.5164,0.5329375,0.5479125,0.558575,0.5780875,0.59525,0.599375,0.5875625,0.5572125,0.5486375,0.5459875,0.53665,0.5270375,0.5043875,0.5064,0.524275,0.53975,0.5465375,0.5326125,0.5298875,0.542725,0.5553125,0.5441456522,0.599375,0.5018375,0.0270003087,0.542725,12.51535,-52.430417,-12.353272,2009_2010
0.5157375,0.53295,0.5501,0.5605375,0.5633125,0.5789875,0.5952375,0.5993125,0.587975,0.5545625,0.548275,0.5494125,0.5395375,0.5315375,0.5052,0.5057875,0.5278375,0.5431,0.550025,0.538775,0.5388875,0.5529,0.563475,0.5492809783,0.5993125,0.5052,0.0251504953,0.5494125,12.6334625,-52.428173,-12.353272,2009_2010
0.5120625,0.5263625,0.54225,0.549925,0.55165,0.5607875,0.55745,0.5572375,0.5519875,0.5229,0.5335125,0.543925,0.5331875,0.5285625,0.5048875,0.501925,0.5205,0.5363125,0.5435625,0.534225,0.5363,0.550275,0.562325,0.5374831522,0.562325,0.501925,0.0171951634,0.5363125,12.3621125,-52.425928,-12.353272,2009_2010
0.4842375,0.4961625,0.50885,0.5133375,0.503825,0.5105625,0.5217625,0.5298375,0.5383625,0.5269375,0.5243375,0.529675,0.5403125,0.5544875,0.543575,0.49445,0.4499375,0.437175,0.4425,0.4805625,0.5191125,0.5254375,0.5171875,0.508375,0.5544875,0.437175,0.0316479951,0.5171875,11.692625,-52.423682,-12.353272,2009_2010
0.239525,0.2212625,0.2177375,0.21085,0.19705,0.2063375,0.233775,0.268225,0.3126875,0.34575,0.3993875,0.4885125,0.5579875,0.5906,0.5383,0.4256375,0.3289125,0.2826875,0.2991375,0.3379375,0.3405,0.3049,0.2558125,0.3305875,0.5906,0.19705,0.1177938575,0.3049,7.6035125,-52.457358,-12.355517,2009_2010
0.20705,0.167075,0.1468875,0.1521875,0.1738375,0.2093625,0.263325,0.3085875,0.342475,0.3922,0.438375,0.4985625,0.5589125,0.560925,0.50125,0.407775,0.3183125,0.2728125,0.292525,0.33095,0.332225,0.301,0.247325,0.3227798913,0.560925,0.1468875,0.1256316842,0.3085875,7.4239375,-52.455112,-12.355517,2009_2010
0.2047375,0.163175,0.14595,0.154425,0.1787625,0.2236,0.2703,0.3029375,0.3492875,0.4122875,0.4693,0.529825,0.5641875,0.5350875,0.46125,0.3789375,0.3003625,0.2591375,0.2787625,0.3144375,0.319075,0.2939625,0.2487125,0.3199347826,0.5641875,0.14595,0.1250780308,0.3003625,7.3585,-52.452868,-12.355517,2009_2010
0.1959625,0.1551125,0.1409375,0.1578,0.1832375,0.224925,0.2606625,0.2787375,0.32845,0.394775,0.4747625,0.5566625,0.5795125,0.5422375,0.45665,0.3633125,0.2936375,0.255875,0.2676125,0.2993,0.305975,0.290575,0.2571625,0.3158206522,0.5795125,0.1409375,0.1295815241,0.290575,7.263875,-52.450623,-12.355517,2009_2010
0.2247,0.1999625,0.1786,0.1847625,0.1983125,0.2089625,0.2438125,0.2819375,0.360625,0.4751375,0.5515625,0.580025,0.5368625,0.4564125,0.361725,0.3129875,0.3006125,0.29405,0.3243625,0.342425,0.358075,0.36275,0.347525,0.3341820652,0.580025,0.1786,0.1189967262,0.3243625,7.6861875,-52.448377,-12.355517,2009_2010
0.426625,0.4482,0.4576375,0.456325,0.4549875,0.4190875,0.417625,0.4281125,0.4753375,0.5372375,0.52305,0.4760625,0.4033875,0.3355375,0.3234875,0.34885,0.3791,0.4167875,0.4635375,0.5025375,0.504575,0.4917625,0.4866875,0.4424581522,0.5372375,0.3234875,0.0575121705,0.4549875,10.1765375,-52.446132,-12.355517,2009_2010
0.49045,0.526025,0.5415125,0.541325,0.5469375,0.559225,0.57795,0.6002125,0.612925,0.591525,0.58005,0.5509875,0.535675,0.526,0.480925,0.48165,0.49285,0.5148125,0.5801625,0.6062,0.6031,0.6163125,0.6168625,0.5553771739,0.6168625,0.480925,0.0447581607,0.5509875,12.773675,-52.443888,-12.355517,2009_2010
0.494075,0.5208625,0.54895,0.5672375,0.5721125,0.5766375,0.5893875,0.619525,0.7017875,0.7414625,0.7224375,0.6841375,0.6132375,0.565925,0.5546,0.55705,0.5440625,0.537475,0.543075,0.539925,0.542,0.5490625,0.557525,0.5844586957,0.7414625,0.494075,0.0663186705,0.557525,13.44255,-52.441643,-12.355517,2009_2010
0.493225,0.5127625,0.5366875,0.554025,0.5602,0.5759875,0.5952,0.613075,0.679775,0.713925,0.6897875,0.6626,0.6062875,0.5596,0.5498375,0.5631,0.5585875,0.5519,0.55935,0.5452375,0.53555,0.544175,0.555725,0.5789826087,0.713925,0.493225,0.0572521704,0.55935,13.3166,-52.439397,-12.355517,2009_2010
0.4934375,0.515325,0.540425,0.557725,0.5605,0.57065,0.595725,0.6162125,0.64965,0.6575,0.6307,0.60155,0.5779,0.5607375,0.5451625,0.5490375,0.5385875,0.529825,0.53535,0.52935,0.5307125,0.54185,0.5558375,0.5645108696,0.6575,0.4934375,0.042611721,0.5558375,12.98375,-52.437153,-12.355517,2009_2010
0.50675,0.5208625,0.539375,0.5559375,0.5571,0.5724,0.60225,0.622775,0.6292,0.6052375,0.573425,0.5411125,0.5208625,0.50925,0.4957625,0.5071,0.5263875,0.5414,0.5466,0.536125,0.5340625,0.5459875,0.56095,0.5500396739,0.6292,0.4957625,0.0368750363,0.5414,12.6509125,-52.434908,-12.355517,2009_2010
0.5058125,0.5236375,0.543825,0.55605,0.5541875,0.5682125,0.5888625,0.602175,0.609675,0.5850625,0.556325,0.5278375,0.5080625,0.4963375,0.4885,0.505875,0.5240625,0.540425,0.548425,0.539,0.53845,0.5486625,0.56245,0.5444309783,0.609675,0.4885,0.0326539302,0.543825,12.5219125,-52.432662,-12.355517,2009_2010
0.4974625,0.513525,0.53265,0.5489125,0.5605625,0.584475,0.6044375,0.61015,0.6002375,0.5673125,0.5565875,0.551425,0.5393125,0.5289,0.50515,0.5080625,0.5279625,0.543275,0.549625,0.5374875,0.5350125,0.54545,0.557475,0.5480630435,0.61015,0.4974625,0.0304328857,0.54545,12.60545,-52.430417,-12.355517,2009_2010
0.514275,0.5313875,0.5494375,0.5602,0.5674875,0.5855,0.6012125,0.6307125,0.6443,0.6110625,0.605525,0.5820375,0.5464875,0.53625,0.5081625,0.502725,0.5210125,0.5396375,0.5507,0.5446375,0.5466875,0.561425,0.5744875,0.5615369565,0.6443,0.502725,0.0381410708,0.5507,12.91535,-52.428173,-12.355517,2009_2010
0.512875,0.5265375,0.54285,0.55535,0.5631125,0.57655,0.575225,0.5714375,0.5653875,0.5353875,0.544325,0.5559875,0.54255,0.5393375,0.518625,0.512425,0.5301875,0.5433125,0.5490625,0.5408625,0.5411,0.5547875,0.564825,0.5461782609,0.57655,0.512425,0.018552917,0.5433125,12.5621,-52.425928,-12.355517,2009_2010
0.4738125,0.4865375,0.4985,0.503075,0.4953875,0.503075,0.5141375,0.527075,0.5406125,0.5321875,0.5329,0.538625,0.548625,0.5572375,0.539925,0.48775,0.4375375,0.4258375,0.434075,0.4671875,0.5019875,0.5194,0.5218,0.5037951087,0.5572375,0.4258375,0.0368259893,0.503075,11.5872875,-52.423682,-12.355517,2009_2010
0.2418,0.21235,0.199525,0.203,0.1942625,0.203775,0.2467625,0.2908125,0.3240875,0.3565875,0.40165,0.470975,0.5278125,0.5650875,0.523875,0.4084875,0.324575,0.2786125,0.28045,0.311175,0.3128875,0.277275,0.2274875,0.321013587,0.5650875,0.1942625,0.1125514391,0.2908125,7.3833125,-52.457358,-12.357762,2009_2010
0.1921125,0.1614125,0.1492875,0.157375,0.1771875,0.2006125,0.241025,0.281025,0.308775,0.3559125,0.406775,0.4609375,0.529275,0.5627125,0.5251125,0.4343,0.335125,0.263075,0.25745,0.2734875,0.2627375,0.2417875,0.2004625,0.3033896739,0.5627125,0.1492875,0.1266768461,0.263075,6.9779625,-52.455112,-12.357762,2009_2010
0.2116375,0.1693125,0.1492875,0.157825,0.1810125,0.215775,0.26565,0.30835,0.3499,0.4231875,0.4915375,0.5464,0.59315,0.57735,0.496325,0.39935,0.30535,0.2426875,0.2454375,0.26365,0.2608125,0.2470875,0.2111375,0.3179222826,0.59315,0.1492875,0.1396604913,0.26365,7.3122125,-52.452868,-12.357762,2009_2010
0.2150125,0.171675,0.1540125,0.1707125,0.1952625,0.235725,0.2961375,0.376725,0.4869625,0.5798375,0.6309875,0.65355,0.6122875,0.523675,0.4117875,0.3169,0.2549125,0.2336875,0.2585,0.260625,0.26765,0.29695,0.3089125,0.3440211957,0.65355,0.1540125,0.1591366258,0.2961375,7.9124875,-52.450623,-12.357762,2009_2010
0.3084375,0.2627875,0.2455125,0.2331,0.2244375,0.235875,0.269625,0.3256,0.435875,0.5599875,0.6363375,0.6772875,0.6497875,0.540675,0.41795,0.333775,0.3077875,0.329875,0.36655,0.38,0.3690625,0.37065,0.3772,0.3851380435,0.6772875,0.2244375,0.1378307468,0.36655,8.858175,-52.448377,-12.357762,2009_2010
0.430025,0.4201875,0.3895625,0.3623625,0.298,0.2691375,0.2946625,0.3482625,0.4238625,0.5034,0.5487875,0.5421,0.5169625,0.46155,0.40535,0.40345,0.4181625,0.4339625,0.469175,0.4975875,0.5292,0.5407375,0.5236875,0.4360945652,0.5487875,0.2691375,0.0833562665,0.430025,10.030175,-52.446132,-12.357762,2009_2010
0.512975,0.5321875,0.520275,0.5321125,0.5484125,0.5229,0.5222,0.54005,0.5415125,0.56245,0.59305,0.5651125,0.5145125,0.46925,0.444825,0.4463,0.45745,0.4869,0.4847625,0.477525,0.4899625,0.4942375,0.5119375,0.5117782609,0.59305,0.444825,0.0387428722,0.5145125,11.7709,-52.443888,-12.357762,2009_2010
0.4797625,0.496475,0.493175,0.509975,0.5359875,0.5335,0.5660875,0.612125,0.6180875,0.6235375,0.6140375,0.539575,0.4710875,0.4375625,0.4309125,0.4624875,0.5035625,0.529175,0.5207,0.50745,0.512975,0.5273375,0.540225,0.5246,0.6235375,0.4309125,0.0541796084,0.5207,12.0658,-52.441643,-12.357762,2009_2010
0.495375,0.5113375,0.5291125,0.5310375,0.527175,0.5297875,0.533075,0.5595,0.5734,0.570225,0.56985,0.5322125,0.4860375,0.4525125,0.4383875,0.477125,0.5319125,0.5589875,0.5529,0.5237875,0.513675,0.5258,0.5390125,0.5244445652,0.5734,0.4383875,0.0354960921,0.5297875,12.062225,-52.439397,-12.357762,2009_2010
0.497775,0.5159625,0.5351,0.5363375,0.526425,0.5246,0.5364125,0.5791,0.6262125,0.6417125,0.628575,0.572875,0.5030375,0.46635,0.4559125,0.4846125,0.5225625,0.5354125,0.535675,0.5262625,0.5281125,0.542425,0.55505,0.5381086957,0.6417125,0.4559125,0.0471065584,0.5351,12.3765,-52.437153,-12.357762,2009_2010
0.5166,0.5335125,0.5487125,0.550575,0.545325,0.56355,0.5931375,0.6142375,0.6149625,0.584675,0.5600375,0.5275375,0.497225,0.4879625,0.470775,0.4907375,0.525625,0.5376625,0.541075,0.53425,0.5364,0.5445375,0.5520375,0.542223913,0.6149625,0.470775,0.036887241,0.541075,12.47115,-52.434908,-12.357762,2009_2010
0.5058625,0.522575,0.5422875,0.55495,0.562425,0.5848125,0.611125,0.6194,0.60795,0.570825,0.530825,0.5072875,0.4972,0.4931125,0.497875,0.5195375,0.5406125,0.5542375,0.5554875,0.5425125,0.540125,0.5499625,0.5625875,0.5466771739,0.6194,0.4931125,0.0360242038,0.5425125,12.573575,-52.432662,-12.357762,2009_2010
0.5033625,0.520975,0.540025,0.5554625,0.5618,0.5819875,0.61,0.6166,0.6042125,0.5682875,0.525775,0.4996625,0.492,0.49005,0.496825,0.5204375,0.540175,0.5525375,0.5541,0.5425,0.5420375,0.5550875,0.5667375,0.5452451087,0.6166,0.49005,0.0365712035,0.5425,12.5406375,-52.430417,-12.357762,2009_2010
0.5112625,0.5257375,0.5429875,0.5548625,0.558825,0.5788125,0.6061625,0.6575,0.689575,0.667475,0.6391,0.572625,0.5231,0.4991125,0.48535,0.5053,0.5224625,0.5406125,0.5454625,0.53485,0.5372,0.5504625,0.5636375,0.5614119565,0.689575,0.48535,0.055372683,0.5454625,12.912475,-52.428173,-12.357762,2009_2010
0.4980875,0.513775,0.52915,0.5416125,0.54865,0.5663875,0.57635,0.5806875,0.5766,0.5594375,0.5526125,0.5350625,0.5206875,0.5015,0.48995,0.50895,0.5272,0.5396375,0.5421875,0.5314625,0.5332,0.5475,0.5588875,0.5382423913,0.5806875,0.48995,0.0253768225,0.5396375,12.379575,-52.425928,-12.357762,2009_2010
0.4307625,0.4426625,0.4563625,0.4761,0.4946,0.5117625,0.5233,0.5415875,0.5433875,0.5487125,0.574425,0.5837375,0.6026,0.595,0.5549625,0.506575,0.4627875,0.447625,0.453125,0.4748,0.49825,0.517075,0.5305875,0.5117733696,0.6026,0.4307625,0.0510887979,0.5117625,11.7707875,-52.423682,-12.357762,2009_2010
0.195375,0.1627625,0.14915,0.15875,0.1786875,0.1993875,0.234875,0.2717375,0.29985,0.348625,0.408075,0.4700625,0.5230875,0.544,0.50615,0.412025,0.3380875,0.2852,0.265875,0.2740875,0.2529625,0.2252125,0.1930875,0.2998744565,0.544,0.14915,0.1229238596,0.2717375,6.8971125,-52.457358,-12.360008,2009_2010
0.191975,0.1617125,0.1492375,0.1593375,0.180575,0.208,0.2546375,0.2983875,0.340975,0.420775,0.493325,0.550475,0.5847,0.553075,0.4708875,0.3696125,0.287475,0.23325,0.2302125,0.2485125,0.2464875,0.2400875,0.2099625,0.3079858696,0.5847,0.1492375,0.1379803749,0.2485125,7.083675,-52.455112,-12.360008,2009_2010
0.22065,0.1744,0.15245,0.1645875,0.1882375,0.2314625,0.2905125,0.3302625,0.3682125,0.4313625,0.5009625,0.5721125,0.598625,0.556825,0.4644,0.38655,0.344575,0.2986375,0.2935625,0.2741625,0.2478125,0.249175,0.22645,0.3289559783,0.598625,0.15245,0.1349238228,0.2935625,7.5659875,-52.452868,-12.360008,2009_2010
0.222125,0.1734625,0.1543875,0.1689125,0.1932625,0.2457625,0.3020875,0.370725,0.50475,0.613225,0.683575,0.7280875,0.676225,0.5680875,0.4425,0.3604625,0.306825,0.2771875,0.2955375,0.27445,0.27,0.304575,0.32325,0.3678027174,0.7280875,0.1543875,0.1763994498,0.304575,8.4594625,-52.450623,-12.360008,2009_2010
0.2224,0.1738375,0.1545125,0.1671125,0.179275,0.20295,0.22735,0.26425,0.3889625,0.540675,0.6736625,0.7670625,0.72165,0.5832875,0.434125,0.3527,0.33645,0.3342875,0.3574625,0.3446625,0.3251125,0.339475,0.3413,0.3666331522,0.7670625,0.1545125,0.1787973658,0.339475,8.4325625,-52.448377,-12.360008,2009_2010
0.2069875,0.1711875,0.1567,0.1696,0.1822625,0.212475,0.2419125,0.2854125,0.3735,0.4741,0.5932125,0.6571125,0.60745,0.4850375,0.339075,0.2855625,0.3146125,0.3723875,0.4483625,0.441625,0.408525,0.3836375,0.332825,0.3540679348,0.6571125,0.1567,0.1458119049,0.339075,8.1435625,-52.446132,-12.360008,2009_2010
0.2405625,0.2086,0.194325,0.2232125,0.2519125,0.285375,0.3222625,0.3404375,0.4017,0.489275,0.5808625,0.6087875,0.53765,0.4194125,0.336425,0.3883625,0.4897125,0.5731375,0.5977,0.5195125,0.43165,0.3693375,0.3078375,0.3964369565,0.6087875,0.194325,0.1330729757,0.3883625,9.11805,-52.443888,-12.360008,2009_2010
0.29255,0.2670625,0.2687375,0.28155,0.319625,0.3499125,0.3901625,0.439,0.498925,0.58015,0.6417625,0.6284625,0.546275,0.432675,0.359025,0.395775,0.4726125,0.5515,0.5743125,0.5266,0.456025,0.379825,0.3273125,0.4339059783,0.6417625,0.2670625,0.1177700797,0.432675,9.9798375,-52.441643,-12.360008,2009_2010
0.33675,0.3265375,0.3163,0.27795,0.2799,0.31005,0.3322125,0.3966875,0.4814875,0.5404375,0.6041,0.6049375,0.52035,0.4212375,0.366375,0.41115,0.486925,0.5639,0.5801375,0.513525,0.4432625,0.3862875,0.3639,0.4288869565,0.6049375,0.27795,0.1062921653,0.41115,9.8644,-52.439397,-12.360008,2009_2010
0.4078625,0.41495,0.3954875,0.3483125,0.3214125,0.3326125,0.368175,0.45285,0.5478625,0.5808375,0.61045,0.580725,0.4977125,0.430825,0.393025,0.44095,0.504275,0.5502375,0.5555875,0.504625,0.4504375,0.4192875,0.4159625,0.4575853261,0.61045,0.3214125,0.0844069171,0.44095,10.5244625,-52.437153,-12.360008,2009_2010
0.446475,0.459625,0.45355,0.45105,0.462875,0.4787625,0.4926875,0.5046375,0.505075,0.4943875,0.5109875,0.4998375,0.467125,0.4276,0.3945,0.435225,0.4816125,0.5190375,0.534325,0.4995625,0.4681375,0.4643125,0.4759375,0.475101087,0.534325,0.3945,0.0325208954,0.4759375,10.927325,-52.434908,-12.360008,2009_2010
0.515925,0.5246,0.5206,0.5174,0.5233125,0.5419125,0.5558875,0.5619125,0.5516,0.5150125,0.495375,0.483975,0.48895,0.5134625,0.5055,0.4937625,0.4813375,0.4737875,0.48915,0.4947875,0.48985,0.4920875,0.5026125,0.5101217391,0.5619125,0.4737875,0.0246591322,0.5055,11.7328,-52.432662,-12.360008,2009_2010
0.5271125,0.5370375,0.5340125,0.5386375,0.504275,0.4764375,0.4950375,0.4971,0.5173375,0.500475,0.453,0.4372375,0.4489625,0.494825,0.50345,0.5047625,0.5046,0.4929625,0.5118,0.5137125,0.513925,0.5314375,0.553325,0.5039766304,0.553325,0.4372375,0.0290283835,0.5046,11.5914625,-52.430417,-12.360008,2009_2010
0.516775,0.5329375,0.535225,0.5414375,0.549125,0.5587875,0.5657375,0.5982,0.624225,0.6102875,0.6137625,0.5658375,0.526875,0.518125,0.50485,0.5295375,0.5337875,0.5333,0.5296,0.5111875,0.513475,0.527125,0.546425,0.5472445652,0.624225,0.50485,0.0343536266,0.5337875,12.586625,-52.428173,-12.360008,2009_2010
0.4944625,0.50675,0.523525,0.5433875,0.5528125,0.5671375,0.5752625,0.575375,0.5746,0.5643125,0.557125,0.5286875,0.5046375,0.48675,0.4795625,0.5046625,0.5241875,0.530475,0.52345,0.508525,0.5116,0.5266,0.538625,0.5305440217,0.575375,0.4795625,0.0290699418,0.5266,12.2025125,-52.425928,-12.360008,2009_2010
0.459675,0.4775625,0.490025,0.4994125,0.494775,0.500525,0.5172375,0.5371625,0.547025,0.556025,0.57635,0.5648875,0.5646625,0.56495,0.5324625,0.500775,0.4668125,0.439325,0.435,0.454675,0.4803375,0.4912625,0.4981625,0.5064820652,0.57635,0.435,0.0422876137,0.4994125,11.6490875,-52.423682,-12.360008,2009_2010
0.1868375,0.1561875,0.143025,0.1484,0.165325,0.182975,0.2154625,0.2511375,0.2802375,0.3352125,0.4176375,0.50165,0.55875,0.5796375,0.5259875,0.410825,0.3243125,0.261625,0.2407875,0.253425,0.2387625,0.21115,0.173075,0.2940184783,0.5796375,0.143025,0.1384625535,0.2511375,6.762425,-52.457358,-12.362253,2009_2010
0.2079875,0.1661625,0.1479625,0.1579625,0.1778625,0.2043375,0.2355375,0.260725,0.3009625,0.3809125,0.4695625,0.5489,0.591,0.562825,0.4822875,0.37395,0.283775,0.22695,0.219375,0.235525,0.2283125,0.2125125,0.1853625,0.2982934783,0.591,0.1479625,0.1400107598,0.235525,6.86075,-52.455112,-12.362253,2009_2010
0.2060875,0.164925,0.1494125,0.162125,0.183675,0.2187125,0.257375,0.2785375,0.3140375,0.38495,0.4811875,0.582775,0.624675,0.58985,0.4935125,0.4624375,0.4689125,0.4160375,0.4040375,0.3217125,0.230775,0.224575,0.203425,0.3401630435,0.624675,0.1494125,0.1508506497,0.3140375,7.82375,-52.452868,-12.362253,2009_2010
0.2188,0.1704125,0.1488375,0.1624,0.1838125,0.2200875,0.2766375,0.348625,0.4822875,0.6128875,0.691025,0.7424,0.7030625,0.593375,0.4599125,0.3739625,0.317175,0.2859,0.3086625,0.2830125,0.27375,0.3067,0.3216,0.3689271739,0.7424,0.1488375,0.1834106503,0.3086625,8.485325,-52.450623,-12.362253,2009_2010
0.2224125,0.175625,0.15545,0.166125,0.1796,0.2029875,0.2499,0.35105,0.52095,0.6757125,0.7857375,0.814825,0.726775,0.5886375,0.4394875,0.3632125,0.3505625,0.35095,0.380025,0.3650125,0.3333625,0.3355375,0.32595,0.3939081522,0.814825,0.15545,0.2005896846,0.35095,9.0598875,-52.448377,-12.362253,2009_2010
0.2051375,0.1711125,0.1554375,0.1652375,0.18185,0.2125125,0.26365,0.3657,0.530275,0.676525,0.774875,0.7806,0.6501375,0.484425,0.3416875,0.2926125,0.330225,0.393675,0.4709125,0.459275,0.4117875,0.3827125,0.3304375,0.3926434783,0.7806,0.1554375,0.1893446427,0.3657,9.0308,-52.446132,-12.362253,2009_2010
0.2268,0.1956375,0.184675,0.2198875,0.2576375,0.2820625,0.3013,0.3468375,0.483325,0.627125,0.7335125,0.7304125,0.5806375,0.417375,0.344475,0.3659625,0.4307,0.5181,0.536125,0.46875,0.38835,0.31295,0.2496125,0.4000978261,0.7335125,0.184675,0.1626336377,0.3659625,9.20225,-52.443888,-12.362253,2009_2010
0.23645,0.20865,0.1963125,0.2267,0.2839625,0.3214875,0.3600625,0.4454875,0.5461,0.6422875,0.726175,0.6747375,0.5266125,0.3921875,0.323225,0.3733625,0.4797875,0.57895,0.5957,0.5055125,0.3877875,0.2890625,0.219875,0.4148032609,0.726175,0.1963125,0.1610300089,0.3877875,9.540475,-52.441643,-12.362253,2009_2010
0.2273625,0.1965125,0.183625,0.1856875,0.2243375,0.2745875,0.3155625,0.390525,0.4724875,0.5635875,0.647925,0.6302875,0.5184875,0.3810875,0.3173875,0.3830875,0.4968375,0.59605,0.6086625,0.5131875,0.3898,0.2834,0.2045,0.3915206522,0.647925,0.183625,0.1567013555,0.3830875,9.004975,-52.439397,-12.362253,2009_2010
0.2327625,0.2029875,0.1925,0.1932875,0.2246,0.2800125,0.3308,0.4305625,0.558925,0.658125,0.720875,0.6780125,0.5414125,0.408725,0.3611625,0.4210625,0.5103625,0.5812875,0.5622375,0.4567875,0.344125,0.2464,0.19835,0.4058853261,0.720875,0.1925,0.1703990477,0.408725,9.3353625,-52.437153,-12.362253,2009_2010
0.287275,0.2541375,0.2315,0.2204625,0.2252375,0.2589625,0.300575,0.370575,0.4818375,0.583875,0.67055,0.6907875,0.5975375,0.471325,0.4107,0.4418375,0.509075,0.5623625,0.528275,0.4237125,0.3313375,0.254775,0.220525,0.4055320652,0.6907875,0.2204625,0.1526458472,0.4107,9.3272375,-52.434908,-12.362253,2009_2010
0.3360375,0.2927375,0.249075,0.2219125,0.2042875,0.206525,0.2282875,0.2990625,0.388425,0.479275,0.5894125,0.639675,0.6608375,0.659725,0.5919,0.5326,0.4819,0.4414125,0.425475,0.404575,0.3689125,0.3356375,0.317025,0.4067266304,0.6608375,0.2042875,0.1500282496,0.388425,9.3547125,-52.432662,-12.362253,2009_2010
0.3575625,0.3063,0.259875,0.22445,0.2007875,0.200675,0.2213125,0.26715,0.319,0.3727125,0.4582875,0.557125,0.6401125,0.67725,0.6180875,0.5497875,0.4909875,0.4266375,0.4229875,0.3995,0.3588,0.35755,0.357725,0.3932461957,0.67725,0.200675,0.1420137093,0.3588,9.0446625,-52.430417,-12.362253,2009_2010
0.390775,0.3977,0.398325,0.349975,0.304125,0.2850625,0.2930625,0.3424875,0.3963,0.43585,0.510425,0.6006125,0.6549125,0.6587125,0.5990125,0.5046125,0.4362,0.3965125,0.3778,0.3883875,0.40045,0.3979,0.39315,0.4309717391,0.6587125,0.2850625,0.1078469088,0.3977,9.91235,-52.428173,-12.362253,2009_2010
0.3822,0.390075,0.4106,0.40775,0.3876875,0.3983875,0.399675,0.4120375,0.4415875,0.4616,0.5098125,0.5727375,0.6244625,0.63445,0.58605,0.5223875,0.4727,0.4251625,0.4173125,0.4336125,0.440125,0.4544625,0.4706875,0.4632853261,0.63445,0.3822,0.0762939055,0.440125,10.6555625,-52.425928,-12.362253,2009_2010
0.3371625,0.3248875,0.30345,0.302825,0.32925,0.3632375,0.38615,0.362125,0.3429375,0.37715,0.47525,0.5865375,0.6491875,0.6655875,0.60985,0.5251125,0.4588125,0.391275,0.3510375,0.337625,0.3305375,0.3278375,0.325475,0.4114478261,0.6655875,0.302825,0.1158549796,0.362125,9.4633,-52.423682,-12.362253,2009_2010
0.1893875,0.15435,0.1372625,0.1437125,0.161775,0.17895,0.2119125,0.2485875,0.27845,0.3345625,0.4184625,0.50805,0.5763375,0.6049125,0.5511375,0.435,0.3476625,0.28105,0.2438125,0.2371,0.21,0.1816875,0.1599,0.2953940217,0.6049125,0.1372625,0.1491046962,0.2438125,6.7940625,-52.457358,-12.364498,2009_2010
0.197025,0.160075,0.140775,0.148775,0.165,0.1889875,0.222125,0.2512125,0.29635,0.3792375,0.481625,0.578475,0.6301375,0.6132625,0.5249,0.4047125,0.312375,0.246825,0.22575,0.225925,0.2096375,0.1934875,0.1744625,0.3030929348,0.6301375,0.140775,0.1583904185,0.225925,6.9711375,-52.455112,-12.364498,2009_2010
0.207175,0.1605,0.14265,0.1521375,0.1716375,0.20515,0.24385,0.2691125,0.3078875,0.3813,0.47715,0.57775,0.6288875,0.6074375,0.519375,0.4816875,0.4759375,0.4147,0.39355,0.3132125,0.2244,0.21945,0.205725,0.3382896739,0.6288875,0.14265,0.1572066447,0.3078875,7.7806625,-52.452868,-12.364498,2009_2010
0.20795,0.1630625,0.1436875,0.1563,0.1767375,0.21145,0.2503625,0.3113625,0.444925,0.574375,0.685525,0.7674125,0.7328,0.6273375,0.4786625,0.3313125,0.228025,0.1976875,0.2249375,0.243075,0.2680375,0.2857375,0.290425,0.3478777174,0.7674125,0.1436875,0.197922029,0.2680375,8.0011875,-52.450623,-12.364498,2009_2010
0.214175,0.168325,0.1483125,0.1580875,0.169675,0.1912,0.232425,0.2950125,0.4280375,0.568575,0.6750375,0.7504875,0.7050875,0.5860875,0.4512125,0.418575,0.4550875,0.463325,0.49685,0.431175,0.341425,0.3306625,0.30835,0.3907472826,0.7504875,0.1483125,0.1829374669,0.418575,8.9871875,-52.448377,-12.364498,2009_2010
0.202375,0.169825,0.156075,0.164625,0.1796125,0.206,0.2471625,0.3475375,0.51645,0.681575,0.7921,0.7861625,0.6766625,0.5217375,0.37845,0.3802875,0.4370125,0.489425,0.5757375,0.5346125,0.445125,0.3979375,0.329575,0.4180896739,0.7921,0.156075,0.198290886,0.3979375,9.6160625,-52.446132,-12.364498,2009_2010
0.22205,0.1870875,0.1743875,0.2073375,0.2447375,0.270325,0.305775,0.3728125,0.514075,0.6792,0.78985,0.767625,0.6165125,0.436575,0.3471875,0.3797,0.455375,0.5494625,0.5654375,0.481525,0.387575,0.3166,0.27,0.4148353261,0.78985,0.1743875,0.1813384769,0.3797,9.5412125,-52.443888,-12.364498,2009_2010
